date,name,types,size,rate,special
09-11,Life Storage,,,,
,,Outside,5x5,35,"
 50% Off Next Month!
"
,,Outside,5x10,59,"
"
,,Outside,10x10,105,"
"
,,Outside,10x15,132,"
"
date,name,types,size,rate,special
09-11,Life Storage,,,,
